ID,Campus,Situação no Curso,Modalidade,Curso,Ano/Semestre letivo da ocorrência,Série/Período da ocorrência,Principal motivo da ocorrência,Motivo terciário da ocorrência,Motivo secundário da ocorrência
2961,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,1,Necessidade de trabalhar,,Dificuldade em conciliar estudo e trabalho
2962,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2020.2,3,Dificuldade em conciliar estudo e trabalho,,
2963,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.1,1,Necessidade de trabalhar,,Dificuldade em conciliar estudo e trabalho
2964,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2018.2,3,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
2965,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2020.2,4,Dificuldade de transporte para a unidade de ensino,,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)"
2966,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2018.2,6,Dificuldade em conciliar estudo e trabalho,,Dificuldade em planejar a própria vida e estabelecer metas de desenvolvimento pessoal
2967,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2018.2,6,Dificuldade em conciliar estudo e trabalho,,
2968,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2021.1,1,Dificuldade em conciliar estudo e trabalho,,
2969,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2022.1,1,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2970,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,1,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
2971,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,1,Desmotivação ou desinteresse pelo curso,Desmotivação ou desinteresse pelo curso,Desmotivação ou desinteresse pelo curso
2972,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,1,Mudança de cidade,Mudança de cidade,Mudança de cidade
2973,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.1,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2974,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,2,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2975,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.1,2,Mudança de interesse profissional ou pessoal,Mudança de interesse profissional ou pessoal,Mudança de interesse profissional ou pessoal
2976,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,2,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2977,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2022.1,2,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
2978,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.1,2,Falta de recursos financeiros para alimentação,,Falta de recursos financeiros para transporte escolar
2979,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.1,2,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2980,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2022.1,2,Falta de identificação com o curso,Falta de identificação com o curso,Falta de identificação com o curso
2981,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.1,2,Ingresso em outro curso,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2982,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,2,Falta de recursos financeiros para aquisição de material escolar,Falta de recursos financeiros para aquisição de material escolar,Falta de recursos financeiros para aquisição de material escolar
2983,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,2,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
2984,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,1,Falta de assiduidade do estudante,Falta de assiduidade do estudante,Falta de assiduidade do estudante
2985,SGA,Evadido,Tecnologia,Técnico em Logística,2018.2,1,Dificuldade em conciliar estudo e trabalho,,Ingresso em outro curso
2986,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,2,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2987,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,2,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
2988,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.2,2,Ingresso em outro curso,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar os estudos com outros cursos
2989,CNAT,Trancado,Técnico Subsequente,Técnico em Geologia,2022.2,2,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
2990,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,2,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2991,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,2,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
2992,CNAT,Evadido,Licenciatura,Licenciatura em Matemática,2020.1,4,Dificuldade de aprendizagem,,
2993,CNAT,Evadido,Licenciatura,Licenciatura em Matemática,2022.1,1,Necessidade de trabalhar,,Dificuldade em conciliar estudo e trabalho
2994,CNAT,Evadido,Licenciatura,Licenciatura em Matemática,2022.1,1,Desmotivação ou desinteresse pelo curso,,
2995,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.1,2,Falta de identificação com o curso,Falta de identificação com o curso,Dificuldades na relação docente-estudante
2996,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.1,2,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2997,CNAT,Evadido,Licenciatura,Licenciatura em Matemática,2018.1,1,Problema psicológico pessoal ou de familiar,,
2998,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,2,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2999,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.1,2,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
3000,CNAT,Evadido,Licenciatura,Licenciatura em Matemática,2022.2,2,Dificuldade em conciliar os estudos com outros cursos,,
3001,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,2,Dificuldade em conciliar estudo e trabalho,,Dificuldade em conciliar estudo e trabalho
3002,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.1,2,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
3003,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,2,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
3004,CNAT,Evadido,Licenciatura,Licenciatura em Matemática,2022.1,3,Dificuldade em conciliar os estudos com outros cursos,,Mudança de interesse profissional ou pessoal
3005,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,2,Necessidade de trabalhar,Necessidade de trabalhar,Necessidade de trabalhar
3006,CNAT,Evadido,Licenciatura,Licenciatura em Matemática,2021.1,1,Necessidade de trabalhar,,
3007,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,2,Dificuldade de aprendizagem,Dificuldade de aprendizagem,Dificuldade de aprendizagem
3008,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.2,2,Problema psicológico pessoal ou de familiar,Problema psicológico pessoal ou de familiar,Problema psicológico pessoal ou de familiar
3009,CNAT,Evadido,Licenciatura,Licenciatura em Matemática,2021.1,1,Dificuldade de aprendizagem,,
3010,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,2,Falta de recursos financeiros para transporte escolar,Falta de recursos financeiros para transporte escolar,Falta de recursos financeiros para transporte escolar
3011,CNAT,Evadido,Licenciatura,Licenciatura em Matemática,2019.1,1,Problema de saúde pessoal ou de familiar,,
3012,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2022.1,3,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
3013,AP,Evadido,Técnico Subsequente,Técnico em Química,2020.1,1,Falta de recursos financeiros para transporte escolar,,
3014,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,3,Necessidade de trabalhar,Necessidade de trabalhar,Necessidade de trabalhar
3015,CNAT,Evadido,Licenciatura,Licenciatura em Matemática,2021.1,1,Não correspondência das expectativas iniciais em relação ao curso,,
3016,AP,Evadido,Técnico Subsequente,Técnico em Química,2019.1,1,Dificuldade em conciliar estudo e trabalho,,
3017,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,3,Problema psicológico pessoal ou de familiar,Problema psicológico pessoal ou de familiar,Problema psicológico pessoal ou de familiar
3018,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2018.1,2,Desmotivação ou desinteresse pelo curso,,
3019,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,3,Mudança de cidade,Mudança de cidade,Mudança de cidade
3020,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2018.2,2,Problema psicológico pessoal ou de familiar,,Desmotivação ou desinteresse pelo curso
3021,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.1,3,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
3022,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.2,2,Dificuldade em conciliar estudo e trabalho,,Mudança de cidade
3023,CNAT,Trancado,Técnico Subsequente,Técnico em Geologia,2021.2,3,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
3024,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.1,3,Falta de identificação com o curso,Falta de identificação com o curso,Falta de identificação com o curso
3025,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2018.2,2,Ingresso em outro curso,,
3026,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,2,Ingresso em outro curso,,
3027,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,3,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
3028,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,3,Mudança de cidade,Mudança de cidade,Mudança de cidade
3029,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2021.1,2,Dificuldades de (re)adaptação à rotina escolar,,
3030,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,3,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
3031,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2018.2,2,Ingresso em outro curso,,
3032,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.1,3,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
3033,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,2,Dificuldades de (re)adaptação à rotina escolar,,
3034,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.1,3,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
3035,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2018.1,2,Dificuldade de aprendizagem,,
3036,ZN,Evadido,Técnico Subsequente,Técnico em Informática para Internet,2020.2,2,Falta de hábito de estudo,,
3037,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,3,Mudança de interesse profissional ou pessoal,Mudança de interesse profissional ou pessoal,Mudança de interesse profissional ou pessoal
3038,CNAT,Trancado,Técnico Subsequente,Técnico em Geologia,2021.1,3,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
3039,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,2,Falta de recursos financeiros para aquisição de material escolar,,
3040,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.1,3,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
3041,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.1,3,Problema de saúde pessoal ou de familiar,,
3042,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.1,3,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
3043,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.1,2,Dificuldades de (re)adaptação à rotina escolar,,
3044,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.1,3,Dificuldade em conciliar estudo e trabalho,,
3045,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.1,3,Problema psicológico pessoal ou de familiar,Dificuldade de aprendizagem,Dificuldade de aprendizagem
3046,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.2,3,Necessidade de trabalhar,,Problema de saúde pessoal ou de familiar
3047,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.1,3,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
3048,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.1,3,Dificuldade em conciliar estudo e trabalho,,
3049,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.2,3,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
3050,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,3,Falta de recursos financeiros para aquisição de material escolar,,Necessidade de trabalhar
3051,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,3,Dificuldade de aprendizagem,Dificuldade de aprendizagem,Dificuldade de aprendizagem
3052,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.1,3,Dificuldades de (re)adaptação à rotina escolar,,Dificuldade em conciliar estudo e trabalho
3053,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2018.2,3,Dificuldade em conciliar estudo e trabalho,,Dificuldades de (re)adaptação à rotina escolar
3054,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.1,3,Dificuldades na relação docente-estudante,Dificuldades na relação docente-estudante,Dificuldades na relação docente-estudante
3055,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,3,Dificuldade em conciliar estudo e trabalho,,
3056,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.2,3,Mudança de cidade,Mudança de cidade,Mudança de cidade
3057,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2018.2,4,Dificuldade em conciliar estudo e trabalho,,Dificuldades de (re)adaptação à rotina escolar
3058,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.1,4,Dificuldade em conciliar estudo e trabalho,,
3059,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.1,3,Falta de identificação com o curso,Falta de identificação com o curso,Falta de identificação com o curso
3060,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2018.1,4,Mudança de cidade,,
3061,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.2,3,Falta de identificação com o curso,Falta de identificação com o curso,Falta de identificação com o curso
3062,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2018.2,4,Desmotivação ou desinteresse pelo curso,,
3063,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.2,4,Desmotivação ou desinteresse pelo curso,,
3064,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.1,3,Falta de pontualidade do estudante,Falta de pontualidade do estudante,Falta de pontualidade do estudante
3065,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.1,4,Dificuldade em conciliar estudo e trabalho,,
